,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,114,Deplaned,114,2015,November
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,144,Enplaned,144,2015,November
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,7509,Deplaned,7509,2015,November
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,7366,Enplaned,7366,2015,November
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,6819,Deplaned,6819,2015,November
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,6654,Enplaned,6654,2015,November
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,16622,Deplaned,16622,2015,November
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,17050,Enplaned,17050,2015,November
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,9701,Deplaned,9701,2015,November
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,9733,Enplaned,9733,2015,November
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5756,Deplaned,5756,2015,November
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,6115,Enplaned,6115,2015,November
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,12286,Deplaned,12286,2015,November
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,13851,Enplaned,13851,2015,November
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,5227,Deplaned,5227,2015,November
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,5150,Enplaned,5150,2015,November
SkyWest Airlines,OO,United Airlines,US,Deplaned,155194,Deplaned,155194,2015,November
SkyWest Airlines,OO,United Airlines,US,Enplaned,152256,Enplaned,152256,2015,November
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1304,Deplaned,1304,2015,November
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,9672,Deplaned,9672,2015,November
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,12203,Enplaned,12203,2015,November
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,142369,Deplaned,142369,2015,November
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,141640,Enplaned,141640,2015,November
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,7,Thru / Transit * 2,14,2015,November
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,7044,Deplaned,7044,2015,November
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,6859,Enplaned,6859,2015,November
Swiss International,LX,Swiss International,Europe,Deplaned,5814,Deplaned,5814,2015,November
Swiss International,LX,Swiss International,Europe,Enplaned,5569,Enplaned,5569,2015,November
TACA,TA,TACA,Central America,Deplaned,4996,Deplaned,4996,2015,November
TACA,TA,TACA,Central America,Enplaned,5266,Enplaned,5266,2015,November
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,8624,Deplaned,8624,2015,November
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8925,Enplaned,8925,2015,November
United Airlines,UA,United Airlines,US,Deplaned,29419,Deplaned,29419,2015,November
United Airlines,UA,United Airlines,US,Enplaned,20763,Enplaned,20763,2015,November
United Airlines,UA,United Airlines,US,Deplaned,239960,Deplaned,239960,2015,November
United Airlines,UA,United Airlines,US,Enplaned,257323,Enplaned,257323,2015,November
United Airlines,UA,United Airlines,US,Thru / Transit,180,Thru / Transit * 2,360,2015,November
United Airlines,UA,United Airlines,US,Deplaned,313110,Deplaned,313110,2015,November
United Airlines,UA,United Airlines,US,Enplaned,312642,Enplaned,312642,2015,November
United Airlines,UA,United Airlines,US,Thru / Transit,387,Thru / Transit * 2,774,2015,November
United Airlines,UA,United Airlines,Asia,Deplaned,66601,Deplaned,66601,2015,November
United Airlines,UA,United Airlines,Asia,Enplaned,63432,Enplaned,63432,2015,November
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6287,Deplaned,6287,2015,November
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6681,Enplaned,6681,2015,November
United Airlines,UA,United Airlines,Canada,Deplaned,204,Deplaned,204,2015,November
United Airlines,UA,United Airlines,Canada,Enplaned,1758,Enplaned,1758,2015,November
United Airlines,UA,United Airlines,Canada,Deplaned,4993,Deplaned,4993,2015,November
United Airlines,UA,United Airlines,Canada,Enplaned,379,Enplaned,379,2015,November
United Airlines,UA,United Airlines,Canada,Deplaned,5456,Deplaned,5456,2015,November
United Airlines,UA,United Airlines,Canada,Enplaned,5006,Enplaned,5006,2015,November
United Airlines,UA,United Airlines,Europe,Deplaned,17909,Deplaned,17909,2015,November
United Airlines,UA,United Airlines,Europe,Enplaned,18160,Enplaned,18160,2015,November
United Airlines,UA,United Airlines,Mexico,Deplaned,23438,Deplaned,23438,2015,November
United Airlines,UA,United Airlines,Mexico,Enplaned,18470,Enplaned,18470,2015,November
United Airlines,UA,United Airlines,Mexico,Enplaned,142,Enplaned,142,2015,November
United Airlines,UA,United Airlines,Mexico,Enplaned,6998,Enplaned,6998,2015,November
Virgin America,VX,Virgin America,US,Deplaned,103,Deplaned,103,2015,November
Virgin America,VX,Virgin America,US,Deplaned,175650,Deplaned,175650,2015,November
Virgin America,VX,Virgin America,US,Enplaned,175918,Enplaned,175918,2015,November
Virgin America,VX,Virgin America,Mexico,Deplaned,3955,Deplaned,3955,2015,November
Virgin America,VX,Virgin America,Mexico,Enplaned,4134,Enplaned,4134,2015,November
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,9311,Deplaned,9311,2015,November
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,9848,Enplaned,9848,2015,November
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,4291,Deplaned,4291,2015,December
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,4299,Enplaned,4299,2015,December
Aeromexico,AM,Aeromexico,Mexico,Deplaned,10049,Deplaned,10049,2015,December
Aeromexico,AM,Aeromexico,Mexico,Enplaned,14340,Enplaned,14340,2015,December
Air Canada,AC,Air Canada,Canada,Deplaned,28887,Deplaned,28887,2015,December
Air Canada,AC,Air Canada,Canada,Enplaned,28579,Enplaned,28579,2015,December
Air China,CA,Air China,Asia,Deplaned,9120,Deplaned,9120,2015,December
Air China,CA,Air China,Asia,Enplaned,9341,Enplaned,9341,2015,December
Air France,AF,Air France,Europe,Deplaned,9024,Deplaned,9024,2015,December
Air France,AF,Air France,Europe,Enplaned,8906,Enplaned,8906,2015,December
Air India Limited,AI,Air India Limited,Asia,Deplaned,2868,Deplaned,2868,2015,December
Air India Limited,AI,Air India Limited,Asia,Enplaned,2964,Enplaned,2964,2015,December
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,12635,Deplaned,12635,2015,December
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,10769,Enplaned,10769,2015,December
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,49744,Deplaned,49744,2015,December
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,52397,Enplaned,52397,2015,December
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5873,Deplaned,5873,2015,December
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,6711,Enplaned,6711,2015,December
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6837,Deplaned,6837,2015,December
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7191,Enplaned,7191,2015,December
American Airlines,AA,American Airlines,US,Deplaned,71437,Deplaned,71437,2015,December
American Airlines,AA,American Airlines,US,Enplaned,73759,Enplaned,73759,2015,December
American Airlines,AA,American Airlines,US,Deplaned,119241,Deplaned,119241,2015,December
American Airlines,AA,American Airlines,US,Enplaned,120496,Enplaned,120496,2015,December
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8059,Deplaned,8059,2015,December
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,7433,Enplaned,7433,2015,December
British Airways,BA,British Airways,Europe,Deplaned,18453,Deplaned,18453,2015,December
British Airways,BA,British Airways,Europe,Enplaned,17560,Enplaned,17560,2015,December
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,3923,Deplaned,3923,2015,December
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,4360,Enplaned,4360,2015,December
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,21162,Deplaned,21162,2015,December
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,19954,Enplaned,19954,2015,December
China Airlines,CI,China Airlines,Asia,Deplaned,8274,Deplaned,8274,2015,December
China Airlines,CI,China Airlines,Asia,Enplaned,9747,Enplaned,9747,2015,December
China Eastern,MU,China Eastern,Asia,Deplaned,7066,Deplaned,7066,2015,December
China Eastern,MU,China Eastern,Asia,Enplaned,7531,Enplaned,7531,2015,December
China Southern,CZ,China Southern,Asia,Deplaned,5723,Deplaned,5723,2015,December
China Southern,CZ,China Southern,Asia,Enplaned,5909,Enplaned,5909,2015,December
Compass Airlines,CP,Delta Air Lines,US,Deplaned,9236,Deplaned,9236,2015,December
Compass Airlines,CP,Delta Air Lines,US,Enplaned,9489,Enplaned,9489,2015,December
Compass Airlines,CP,American Airlines,US,Deplaned,8053,Deplaned,8053,2015,December
Compass Airlines,CP,American Airlines,US,Enplaned,8256,Enplaned,8256,2015,December
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,142663,Deplaned,142663,2015,December
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,142684,Enplaned,142684,2015,December
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,193,Thru / Transit * 2,386,2015,December
EVA Airways,BR,EVA Airways,Asia,Deplaned,16584,Deplaned,16584,2015,December
EVA Airways,BR,EVA Airways,Asia,Enplaned,18302,Enplaned,18302,2015,December
Emirates,EK,Emirates,Middle East,Deplaned,12382,Deplaned,12382,2015,December
Emirates,EK,Emirates,Middle East,Enplaned,14140,Enplaned,14140,2015,December
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,6628,Deplaned,6628,2015,December
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,8545,Enplaned,8545,2015,December
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,35676,Deplaned,35676,2015,December
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,35735,Enplaned,35735,2015,December
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,12757,Deplaned,12757,2015,December
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,14599,Enplaned,14599,2015,December
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5712,Deplaned,5712,2015,December
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6649,Enplaned,6649,2015,December
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,63719,Deplaned,63719,2015,December
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,64207,Enplaned,64207,2015,December
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,82,Deplaned,82,2015,December
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,144,Enplaned,144,2015,December
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,7599,Deplaned,7599,2015,December
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,7321,Enplaned,7321,2015,December
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,8635,Deplaned,8635,2015,December
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,9367,Enplaned,9367,2015,December
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,19322,Deplaned,19322,2015,December
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,19524,Enplaned,19524,2015,December
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,10126,Deplaned,10126,2015,December
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,13089,Enplaned,13089,2015,December
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Deplaned,2603,Deplaned,2603,2015,December
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Enplaned,1836,Enplaned,1836,2015,December
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5758,Deplaned,5758,2015,December
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,5412,Enplaned,5412,2015,December
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,13488,Deplaned,13488,2015,December
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,13695,Enplaned,13695,2015,December
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,11575,Deplaned,11575,2015,December
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,11560,Enplaned,11560,2015,December
SkyWest Airlines,OO,United Airlines,US,Deplaned,150206,Deplaned,150206,2015,December
SkyWest Airlines,OO,United Airlines,US,Enplaned,151330,Enplaned,151330,2015,December
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1831,Deplaned,1831,2015,December
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,10869,Deplaned,10869,2015,December
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,12935,Enplaned,12935,2015,December
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,138104,Deplaned,138104,2015,December
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,141878,Enplaned,141878,2015,December
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,46,Thru / Transit * 2,92,2015,December
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,7695,Deplaned,7695,2015,December
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,7440,Enplaned,7440,2015,December
Swiss International,LX,Swiss International,Europe,Deplaned,5809,Deplaned,5809,2015,December
Swiss International,LX,Swiss International,Europe,Enplaned,5371,Enplaned,5371,2015,December
TACA,TA,TACA,Central America,Deplaned,6659,Deplaned,6659,2015,December
TACA,TA,TACA,Central America,Enplaned,7314,Enplaned,7314,2015,December
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,7947,Deplaned,7947,2015,December
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8923,Enplaned,8923,2015,December
United Airlines,UA,United Airlines,US,Deplaned,29002,Deplaned,29002,2015,December
United Airlines,UA,United Airlines,US,Enplaned,29998,Enplaned,29998,2015,December
United Airlines,UA,United Airlines,US,Deplaned,249729,Deplaned,249729,2015,December
United Airlines,UA,United Airlines,US,Enplaned,264396,Enplaned,264396,2015,December
United Airlines,UA,United Airlines,US,Thru / Transit,128,Thru / Transit * 2,256,2015,December
United Airlines,UA,United Airlines,US,Deplaned,313389,Deplaned,313389,2015,December
United Airlines,UA,United Airlines,US,Enplaned,310722,Enplaned,310722,2015,December
United Airlines,UA,United Airlines,US,Thru / Transit,43,Thru / Transit * 2,86,2015,December
United Airlines,UA,United Airlines,Asia,Deplaned,67413,Deplaned,67413,2015,December
United Airlines,UA,United Airlines,Asia,Enplaned,70630,Enplaned,70630,2015,December
United Airlines,UA,United Airlines,Asia,Enplaned,351,Enplaned,351,2015,December
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,7467,Deplaned,7467,2015,December
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,7184,Enplaned,7184,2015,December
United Airlines,UA,United Airlines,Canada,Deplaned,141,Deplaned,141,2015,December
United Airlines,UA,United Airlines,Canada,Enplaned,859,Enplaned,859,2015,December
United Airlines,UA,United Airlines,Canada,Deplaned,6063,Deplaned,6063,2015,December
United Airlines,UA,United Airlines,Canada,Enplaned,658,Enplaned,658,2015,December
United Airlines,UA,United Airlines,Canada,Deplaned,5229,Deplaned,5229,2015,December
United Airlines,UA,United Airlines,Canada,Enplaned,8327,Enplaned,8327,2015,December
United Airlines,UA,United Airlines,Europe,Deplaned,16813,Deplaned,16813,2015,December
United Airlines,UA,United Airlines,Europe,Enplaned,16286,Enplaned,16286,2015,December
United Airlines,UA,United Airlines,Mexico,Deplaned,24930,Deplaned,24930,2015,December
United Airlines,UA,United Airlines,Mexico,Enplaned,16516,Enplaned,16516,2015,December
United Airlines,UA,United Airlines,Mexico,Enplaned,12472,Enplaned,12472,2015,December
Virgin America,VX,Virgin America,US,Deplaned,179492,Deplaned,179492,2015,December
Virgin America,VX,Virgin America,US,Enplaned,182975,Enplaned,182975,2015,December
Virgin America,VX,Virgin America,Mexico,Deplaned,4381,Deplaned,4381,2015,December
Virgin America,VX,Virgin America,Mexico,Enplaned,5273,Enplaned,5273,2015,December
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,10661,Deplaned,10661,2015,December
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,10910,Enplaned,10910,2015,December
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,4589,Deplaned,4589,2016,January
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,3801,Enplaned,3801,2016,January
Aeromexico,AM,Aeromexico,Mexico,Deplaned,12444,Deplaned,12444,2016,January
Aeromexico,AM,Aeromexico,Mexico,Enplaned,10399,Enplaned,10399,2016,January
Air Canada,AC,Air Canada,Canada,Deplaned,26814,Deplaned,26814,2016,January
Air Canada,AC,Air Canada,Canada,Enplaned,24959,Enplaned,24959,2016,January
Air China,CA,Air China,Asia,Deplaned,9819,Deplaned,9819,2016,January
Air China,CA,Air China,Asia,Enplaned,7125,Enplaned,7125,2016,January
Air France,AF,Air France,Europe,Deplaned,9447,Deplaned,9447,2016,January
Air France,AF,Air France,Europe,Enplaned,8406,Enplaned,8406,2016,January
Air India Limited,AI,Air India Limited,Asia,Deplaned,3258,Deplaned,3258,2016,January
Air India Limited,AI,Air India Limited,Asia,Enplaned,2946,Enplaned,2946,2016,January
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,11000,Deplaned,11000,2016,January
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,11967,Enplaned,11967,2016,January
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,47172,Deplaned,47172,2016,January
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,48881,Enplaned,48881,2016,January
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,7113,Deplaned,7113,2016,January
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,6303,Enplaned,6303,2016,January
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7389,Deplaned,7389,2016,January
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,6484,Enplaned,6484,2016,January
American Airlines,AA,American Airlines,US,Deplaned,59723,Deplaned,59723,2016,January
American Airlines,AA,American Airlines,US,Enplaned,59720,Enplaned,59720,2016,January
American Airlines,AA,American Airlines,US,Deplaned,109637,Deplaned,109637,2016,January
American Airlines,AA,American Airlines,US,Enplaned,105178,Enplaned,105178,2016,January
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8581,Deplaned,8581,2016,January
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,6939,Enplaned,6939,2016,January
British Airways,BA,British Airways,Europe,Deplaned,20002,Deplaned,20002,2016,January
British Airways,BA,British Airways,Europe,Enplaned,18397,Enplaned,18397,2016,January
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,4069,Deplaned,4069,2016,January
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,3828,Enplaned,3828,2016,January
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,22234,Deplaned,22234,2016,January
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,20025,Enplaned,20025,2016,January
China Airlines,CI,China Airlines,Asia,Deplaned,10049,Deplaned,10049,2016,January
China Airlines,CI,China Airlines,Asia,Enplaned,9944,Enplaned,9944,2016,January
China Eastern,MU,China Eastern,Asia,Deplaned,7570,Deplaned,7570,2016,January
China Eastern,MU,China Eastern,Asia,Enplaned,6306,Enplaned,6306,2016,January
China Southern,CZ,China Southern,Asia,Deplaned,6281,Deplaned,6281,2016,January
China Southern,CZ,China Southern,Asia,Enplaned,5662,Enplaned,5662,2016,January
Compass Airlines,CP,Delta Air Lines,US,Deplaned,12128,Deplaned,12128,2016,January
Compass Airlines,CP,Delta Air Lines,US,Enplaned,11236,Enplaned,11236,2016,January
Compass Airlines,CP,American Airlines,US,Deplaned,9948,Deplaned,9948,2016,January
Compass Airlines,CP,American Airlines,US,Enplaned,8691,Enplaned,8691,2016,January
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,124719,Deplaned,124719,2016,January
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,122440,Enplaned,122440,2016,January
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,146,Thru / Transit * 2,292,2016,January
EVA Airways,BR,EVA Airways,Asia,Deplaned,18798,Deplaned,18798,2016,January
EVA Airways,BR,EVA Airways,Asia,Enplaned,17705,Enplaned,17705,2016,January
Emirates,EK,Emirates,Middle East,Deplaned,13950,Deplaned,13950,2016,January
Emirates,EK,Emirates,Middle East,Enplaned,11558,Enplaned,11558,2016,January
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,9513,Deplaned,9513,2016,January
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,6383,Enplaned,6383,2016,January
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,27872,Deplaned,27872,2016,January
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,26862,Enplaned,26862,2016,January
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,13994,Deplaned,13994,2016,January
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,12046,Enplaned,12046,2016,January
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,6969,Deplaned,6969,2016,January
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6268,Enplaned,6268,2016,January
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,62595,Deplaned,62595,2016,January
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,60480,Enplaned,60480,2016,January
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,7204,Deplaned,7204,2016,January
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,5930,Enplaned,5930,2016,January
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,10695,Deplaned,10695,2016,January
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,8766,Enplaned,8766,2016,January
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,21315,Deplaned,21315,2016,January
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,19529,Enplaned,19529,2016,January
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,12776,Deplaned,12776,2016,January
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,12554,Enplaned,12554,2016,January
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Deplaned,5975,Deplaned,5975,2016,January
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Enplaned,6866,Enplaned,6866,2016,January
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5467,Deplaned,5467,2016,January
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,4954,Enplaned,4954,2016,January
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,15396,Deplaned,15396,2016,January
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,14122,Enplaned,14122,2016,January
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,5951,Deplaned,5951,2016,January
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,5597,Enplaned,5597,2016,January
SkyWest Airlines,OO,United Airlines,US,Deplaned,143315,Deplaned,143315,2016,January
SkyWest Airlines,OO,United Airlines,US,Enplaned,138654,Enplaned,138654,2016,January
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1395,Deplaned,1395,2016,January
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,8665,Deplaned,8665,2016,January
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,8504,Enplaned,8504,2016,January
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,128775,Deplaned,128775,2016,January
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,120358,Enplaned,120358,2016,January
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,39,Thru / Transit * 2,78,2016,January
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,3738,Deplaned,3738,2016,January
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,3441,Enplaned,3441,2016,January
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Deplaned,774,Deplaned,774,2016,January
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Enplaned,777,Enplaned,777,2016,January
Swiss International,LX,Swiss International,Europe,Deplaned,6208,Deplaned,6208,2016,January
Swiss International,LX,Swiss International,Europe,Enplaned,5300,Enplaned,5300,2016,January
TACA,TA,TACA,Central America,Deplaned,6839,Deplaned,6839,2016,January
TACA,TA,TACA,Central America,Enplaned,6266,Enplaned,6266,2016,January
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,9132,Deplaned,9132,2016,January
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8067,Enplaned,8067,2016,January
United Airlines,UA,United Airlines,US,Deplaned,22787,Deplaned,22787,2016,January
United Airlines,UA,United Airlines,US,Enplaned,18629,Enplaned,18629,2016,January
United Airlines,UA,United Airlines,US,Deplaned,226349,Deplaned,226349,2016,January
United Airlines,UA,United Airlines,US,Enplaned,232613,Enplaned,232613,2016,January
United Airlines,UA,United Airlines,US,Thru / Transit,2,Thru / Transit * 2,4,2016,January
United Airlines,UA,United Airlines,US,Deplaned,274223,Deplaned,274223,2016,January
United Airlines,UA,United Airlines,US,Enplaned,261477,Enplaned,261477,2016,January
United Airlines,UA,United Airlines,US,Thru / Transit,701,Thru / Transit * 2,1402,2016,January
United Airlines,UA,United Airlines,Asia,Deplaned,76262,Deplaned,76262,2016,January
United Airlines,UA,United Airlines,Asia,Enplaned,63680,Enplaned,63680,2016,January
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6979,Deplaned,6979,2016,January
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,7872,Enplaned,7872,2016,January
United Airlines,UA,United Airlines,Canada,Deplaned,993,Deplaned,993,2016,January
United Airlines,UA,United Airlines,Canada,Enplaned,1690,Enplaned,1690,2016,January
United Airlines,UA,United Airlines,Canada,Deplaned,4877,Deplaned,4877,2016,January
United Airlines,UA,United Airlines,Canada,Enplaned,163,Enplaned,163,2016,January
United Airlines,UA,United Airlines,Canada,Deplaned,5081,Deplaned,5081,2016,January
United Airlines,UA,United Airlines,Canada,Enplaned,8958,Enplaned,8958,2016,January
United Airlines,UA,United Airlines,Europe,Deplaned,18764,Deplaned,18764,2016,January
United Airlines,UA,United Airlines,Europe,Enplaned,17322,Enplaned,17322,2016,January
United Airlines,UA,United Airlines,Mexico,Deplaned,24367,Deplaned,24367,2016,January
United Airlines,UA,United Airlines,Mexico,Enplaned,12186,Enplaned,12186,2016,January
United Airlines,UA,United Airlines,Mexico,Enplaned,165,Enplaned,165,2016,January
United Airlines,UA,United Airlines,Mexico,Enplaned,8632,Enplaned,8632,2016,January
Virgin America,VX,Virgin America,US,Deplaned,164496,Deplaned,164496,2016,January
Virgin America,VX,Virgin America,US,Enplaned,158001,Enplaned,158001,2016,January
Virgin America,VX,Virgin America,Mexico,Deplaned,4551,Deplaned,4551,2016,January
Virgin America,VX,Virgin America,Mexico,Enplaned,3655,Enplaned,3655,2016,January
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,10769,Deplaned,10769,2016,January
